Piece Title,Publisher/Library,Exclusive / Non Exclusive,Publishers Split,Writers Split,Master Owner,Genre,Description,Bpm,Key,Time Signature,Mode,Duration,Instruments,Keywords,Mood,Production Style,Sounds like,Overall Quality,Has TV Usage,Has Stock Music Sales,Usage: Syncs and Dates,Soundcloud Link,Data Complete,Notes,,,
Minstrel's Theme,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Light",Peaceful medieval type theme that a bard might play,120,C#m,3/4,Dorian,2:03,"Harp, Hand Percussion, Percussion, Recorder, Flute","medieval, history, fantasy, architecture, art, castle, larp, photography, knight, middleages, reenactment, travel, vikings, cosplay, medievaltimes, mittelalter, viking, sword, warrior, knights, europe, medievalart, larping, armor, gothic, medievalarchitecture, nature, pagan, medievalworld, travelphotography, picoftheday, medievale, castles, france, church, larper, middleage, medioevo, history, medievalhistory, italia, italy, photooftheday, handmade, medievalreenactment, archery, costume, germany, photo, landscape, instagood, illustration, historical, drawing, mittelaltermarkt, moyenage, arthistory, castle, cosplay, arte, davinci, milan, portrait, elizabethan, leonardodavinci, thcenturyfashion, queenelizabethi, marystuart, jewellery, handmade, fallforcostume, anneboylen, elizabethan, handmadejewellery, houseoftudor, tudorstyle, elizabethandress, historicaljewellery, masterjakobus, michelangelo, tudorfashion, hechoamano, madeinspain, historicaljewelry, deutscherenaissance, valdeloire, aristocrat, aristocracy, peon, lord, king, tyrant, tyranny, village, villager, bard, minstrel,","peaceful, melancholy, magical, noble, relaxed, positive","Medieval, Romance, Animation, Heroic, Drama, Video Game","Medieval, Romance, Animation, Heroic, Drama, Video Game",4,,,-,https://soundcloud.com/nikokofficial/minstrels-theme/s-oXKStdhhPSU?si=1c4919b1ed3e459d9873bc6e56a586c4,checked,,,,
Wildflower,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, light",Cutesy and innocent plucked string waltz with flute and celeste,133,D,3/4,Ionian,1:06,"Strings, flute, bells, celeste","ad, advertisement, commercial, cute, innocent, waltz, adorable, children, child, kid, fun, dance, ballet, dancing, insurance, medical, drug, medicine, medication, sweet, young, childish, dorky, derp  ","innocent, cute, bouncy, carefree, cheerful, fun, happy, peaceful, playful, whimsical, uplifting","animation, commercial, children, fantasy",?,3,,,-,https://soundcloud.com/nikokofficial/wildflower-ver-3/s-OgQ8gnl38Ad?si=2eb17481bb374ebcaf987401e31ab40d,checked,,,,
Alexandria's Arctic Adventure,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Light, Quirky","Adventurous, light orchestral score",130,Em,Varies,Aeolian,1:23,"Orchestra, Strings, Horns, Woodwinds","Adventure, travel, journey, hiking, epic, orchestra, orchestral, acoustic, expansive, nature, natural, documentary, traditional, inspiring, elevated, transcendant, motivational, Depth, big, confident, determined, discovery, hopeful, inspirational, optimistic, pompous, romantic, video game, strings, violin, oboe, horns, flutes, double bass, cello, brass, bassoon","Quirky, Adventurous, Fun","Reality, Teen, Drama, Commercial",?,4,,,-,https://soundcloud.com/nikokofficial/alexandrias-arctic-adventure-2/s-MmmxEHfIzGC?si=aace6ee00a6d4ba6bca95dbfe46818d7,checked,,,,
Puffin Passion,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Light, World, Celtic",Cheerful Irish-influenced score perfect for documentaries,115,Bb,4/4,Mixolydian,2:02,"Bagpipes, Harp, Strings, Percussion, flute, cello","irish, ireland, score, documentary, medical, creation, painting, medicine, house, nature, natural, discovery, animal planet, building things, construction, cheerful, happy, industrious, nature documentary, history channel, puffins, puffin   ","cheerful, adventurous, fun, happy, light, industrious, nature, active, exciting","Documentary, procedural, romance",Ireland,4,,,-,https://soundcloud.com/nikokofficial/puffin-passion-full-2/s-bWpZNeByK11?si=1351bb1485fc40068492dbffb10f6cd6,checked,,,,
Puffin Ditty,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Light, World, Celtic",Cheerful Irish-influenced score perfect for documentaries,129,F#/Gm,3/4,Ionian,1:46,"Bagpipes, Harp, Strings, Percussion, flute, cello","irish, ireland, score, documentary, medical, creation, painting, medicine, house, nature, natural, discovery, animal planet, building things, construction, cheerful, happy, industrious, nature documentary, history channel, puffins, puffin   ","cheerful, adventurous, fun, happy, light, industrious, nature, active, exciting","Documentary, procedural, romance",Ireland,4,,,-,https://soundcloud.com/nikokofficial/puffin-ditty-1/s-arQWdNCbNcC?si=8677692418fe442f88d8cfe98edbf52c,checked,,,,
Skellig,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Light, World, Celtic",Romantic and majestic cello driven score with Irish harmony and instruments.,61,F,4/4,Dorian,2:13,"Orchestra, Bagpipes, Strings, Horn","Irish, Documentary, Romantic, Romance, Majestic, Sweeping, Grandeur, Lonely, Isolated, Epic, Grand","Grand, Epic, Magical, Romantic",Documentary,?,5,,,-,https://soundcloud.com/nikokofficial/skellig-2/s-4juYZbAkGKR?si=f986a1ec75ed436c915d98a10d869139,checked,,,,
Birds,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Light, World, Celtic",Harp and Cello Romantic Scor,74,G,4/4,Lydian,1:56,"Harp, Orchestra, Strings, Cello","Irish, Documentary, Romantic, Romance, Industrious, Active, Uplifting, Pastoral, Sweet, ","Cheerful, Industrious, Uplifting",Documentary,?,4,,,-,https://soundcloud.com/nikokofficial/birds/s-K3w6kWxzqbo?si=9817142a723e464aa2fd91b00a12ad25,checked,,,,
A Grand Conclusion,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Score, Orchestral","A dramatic, moody, orchestral piece with two sections, an introduction section and a thematic section",115,Bbm,4/4,Aeolian,1:19,"Orchestra, clarinet","Drama, Moody, Unresolved, Melodic, Dramatic, Medieval, Game of Thrones, ","Epic, Melancholy, Unhappy, Tortured, Uncertain, Unresolved","Drama, Medieval, Action, Main Theme, Crime",Game of Thrones,4,,,-,https://soundcloud.com/nikokofficial/a-grand-conclusion/s-tGchydWiWDI?si=1c4919b1ed3e459d9873bc6e56a586c4,checked,From Dana Halley - Deepwater film,,,
Alone on the Sand,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Score, Orchestral",A lonely string-driven melodic underscore type piece with elements of uncertainty and tenstion,115,Bbm,4/4,Aeolian,2:29,"Orchestra, clarinet","Lonely, Uncertain, Dark, Waiting, Creepy, Spooky, ","Lonely, Uncertain, Curious, Moody, Melancholy ","Drama, Crime, Medieval, ",Game of Thrones,4,,,-,https://soundcloud.com/nikokofficial/alone-on-the-sand/s-yDAZuYa1Olf?si=a59d55523c98436dae334908ff8bd047,checked,From Dana Halley - Deepwater film,,,
An Unresolved Conclusion,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Score, Orchestral","A Deep, lonely, spooky piece, for the end of a crime drama",115,Bbm,4/4,Aeolian,1:22,"Orchestra, Piano, Percussion","Godfather, Horror, Dark, Revelation, Evil,","Creepy, Spooky, Evil, Depressing","Horror, Crime, Drama","Clint Mansell, Requiem for a Dream",4,,,-,https://soundcloud.com/nikokofficial/an-unresolved-conclusion/s-EywKiNS80ML?si=a5840da6b604433cbd9a30ad42574528,checked,From Dana Halley - Deepwater film,,,
Deep Melancholy,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Score, Orchestral",A Cello and Piano duet expressing deep lonely regret or melancholy.,115,Bbm,4/4,Aeolian,1:48,"Piano, Cello, Strings, orchestra","Serenade, Cello Solo, Breakup, Death, Sadness, Memories, Lonely","Sad, Regretful, Melancholy, Deep, Blue, Lonely","Drama, Romance",?,4,,,-,https://soundcloud.com/nikokofficial/deep-melancholy/s-9aAMcEcUZKb?si=c9d0c077aaab4bde877264dd763f1d4b,checked,From Dana Halley - Deepwater film,,,
Lonesome Shore,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Score, Orchestral",A String and Wind ambient track inspired by a gray morning on the coast.,115,Bbm,4/4,Aeolian,1:06,"Strings, Oboe, Clarinet, Orchestra","Fog, Shoreline, Ships Sailing by, Shadows, Gray, Lighthouse","Contemplative, Ambient, Spooky, Lonely, Curious,","Horror, Drama, Romance",?,4,,,-,https://soundcloud.com/nikokofficial/lonesome-shore/s-PS8Re9yat3I?si=cf200e0e217b4aebb2bde1454bb65076,checked,From Dana Halley - Deepwater film,,,
Platinum Flow,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 85% Lexi Scatena 15% unofficial",Nikolas Korolog,"Score, Orchestral",Moody and epic piano-driven orchestral score with some lush verdent swells,72,Cm,6/8,Aeolian,2:44,"Orchestra, Piano, Electronics","landscape, main title, cinematic, epic, orchestral, anticipation, waiting, motion, exploration","epic, romantic, exciting","documentary, drama, commercial",?,5,,,-,https://soundcloud.com/nikokofficial/platinum-flow-master-3/s-fUeIgGjGb1f?si=cf200e0e217b4aebb2bde1454bb65076,checked,,,,
Resolution and Wisdom,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral","A slow and melancholic, melodic piece, featuring strings and clarinet",42,Ebm,4/4,Aeolian,2:03,"Strings, Orchestra, clarinet","Tragic, tragedy, sad, sadness, lonely, reflective, remorseful, regret, remorse, regret, heartbreak, poignant, romantic, romance, slow, breakup, death, acoustic,","calm, contemplative, sad, dramatic, melancholy, loss, moody, pensive, thoughtful","Romance, crime, drama, teen, fantasy",?,3,,,-,https://soundcloud.com/nikokofficial/resolution-and-wisdom-1/s-XI7loxNgjBi?si=dfa2b29fb22e4942ae497fda3d9ded09,checked,,,,
"Set Sail, Lover","Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral",A reflective and meditative piece featuring string swells and native american flute,100,E,4/4,Ionian,2:08,"Celeste, Strings, orchestra, horns","heart-wrenching, poignant, gray, misty, haunting, hopeful, hope, slow, largo, score, drama, dramatic, death, heartbreak, heartbroken, romance, romantic, moment, reality tv, acoustic","dramatic, lonely, heartbroken, emotional, sad, melancholy, contemplative, dark","Romance, drama, teen",?,3,,,-,https://soundcloud.com/nikokofficial/set-sail-lover-1/s-87TL0BSchb0?si=ac16747ad96a4aaaadd8262abea7a56d,checked,,,,
Turbulence of Self,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral","Dramatic string and percussion fight / chase underscore with dramatic hits and a foreboding, quiet ending",114,Ebm,4/4,Aeolian,2:16,"Strings, Orchestra, Horn, Violin","Drama, Action, Fight, Chinese, Japanese, kung fu, ninja, crouching tiger hidden dragon, sword, katana, scrapping, chase scene, chase, long, throwing star, kimono, karate, chaos, chaotic, atonal, harsh, acoustic, epic, tension, waiting, wait, ","dangerous, aggressive, gloomy, mysterious, ominous, sad, dramatic, dark, epic","action, fight/chase, video game, animation, drama",?,4,,,-,https://soundcloud.com/nikokofficial/turbulence-of-self-2/s-KMpkBZCMNtC?si=25a540df228040a283fd18ae457b75a7,checked,,,,
Bird of Paradise,"Pond5, Music",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral","Romantic and heart-wrenching, sweet piece",50,Db,3/4,Ionian,2:20,"Orchestra, Horn, Clarinet, Strings, Flute, ","cinematic, cartoon, general midi, old, retro, romance, romantic, heart-wrenching","moody, uplifting","Romance, Animation",a dumb dumb,1,,,-,https://soundcloud.com/nikokofficial/bird-of-paradise/s-TcGEPlmUZHq?si=d1afa348625a461b951e5f3b2529b556,checked,"Bad, old instruments",,,
Princess,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral","a very long, magical, and cute score type piece",120,D,4/4,Ionian,8:31,"Strings, orchestra, flute, clarinet, marimba, piano","sleepy, cute, energetic, childish, magical, the little prince, magic, peter pan, cartoon, comic, animation, animated, relaxing, dreamy, dreaming, teddy bear, toys, toy, morning, waking up, wake up, sweet, christmas","cheerful, contemplative, dreamy, magical, hopeful, pleasant, positive, calm, whimsical, youthful, wonder, thoughtful","romance, drama, teen, special occasion, fantasy",?,3,,,-,https://soundcloud.com/nikokofficial/the-little-prince/s-yXcGAY8jE1g?si=732003e9e983465d9f4676dfd199dba3,checked,,,,
A Green Adventure,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral",An adventurous march evocative of Pokemon,120,Ab,6/8,Ionian,1:24,"Orchestra, Strings, Violin, Horn, Percussion, Bass Drum","Pokemon, Adventure, march, journey, traveling, excitement, digimon, anime, animation, cartoon, beginning, pokemon battle, video game, gamer, gaming, game boy, nintendo, japanese, dorky, young, childish, andante, walking speed, acoustic, epic","adventurous, cheerful, confident, determined, epic, excited, fun, victorious","Reality TV, video game, comedy, animation, children, fantasy, heroic, teen",?,3,,,-,https://soundcloud.com/nikokofficial/a-green-adventure/s-jx2kGogN8ab?si=b7cdc4b604a544289b19bedc6b030105,checked,,,,
Tragedy in a Bright new Era,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral","Lonesome, bassoon-lead, sad orchestral score",47,Bbm,3/4,Aeolian,1:05,"Strings, Bassoon, Clarinet, Oboe","Lonely, Lonesome, Depressing, Tragic, tragedy, sad, death, heartbreak","Moody, Sad, Melancholy","Romance, Drama",?,3,,,-,https://soundcloud.com/nikokofficial/tragedy-in-a-bright-new-era-full-1/s-QcFDrVIwd5f?si=b7cdc4b604a544289b19bedc6b030105,checked,,,,
Pastoral Sweets,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral","Sweet, cheerful, melodic score with a dramatic ending",76,A,4/4,Lydian,0:49,"Sweet, nostalgic, motion, childhood, adventure, outdoors, magic, magical, wholesome, bonding, friendship, forest, woods, cartoon, animation, excitement, ","Sweet, nostalgic, motion, childhood, adventure, outdoors, magic, magical, wholesome, bonding, friendship, forest, woods, cartoon, animation, excitement, ","nostalgic, content, chill, cheerful, happy, hopeful, peaceful, pleasant, uplifting, relaxed, sweet, whimsical, magical","animation, children, video game, romance",?,4,,,-,https://soundcloud.com/nikokofficial/pastoral-sweets-1/s-AVwJGRVx6Pp?si=5665539bbb80417ca66370299ad554ce,checked,,,,
Folk Melody,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral","Slow, romantic wedding-type theme featuring piano and orchestra",96,G#m,4/4,Ionian,1:32,"Piano, Orchestra, Strings, Flute","Wedding, Romantic, Slow, melody, melodic, sweet, folk, folk song, pastorale, pastoral, romance, nostalgic, reminiscent, marriage, pachelbel, cartoon, sweetness, home, home sweet home, frontier, main theme, theme, melodic, melody, ","uplifting, calm, romantic, hopeful, thoughtful, sentimental","romance, romantic comedy",?,2,,,-,https://soundcloud.com/nikokofficial/folk-melody-1m/s-eZRX3XTbrgl?si=ac8e756e6cf64f4ca3d704fb48c2d5f1,checked,,,,
Enter the Toy Factory,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral, Christmas",A cheerful and joyous christmas overture type piece featuring a high energy intro and ending,135,Bb,3/4,Ionian,1:33,"Orchestra, Strings, Percussion, Horn, Violins, Sleighbells, Celeste","christmas, xmas, christmas tree, christmas decor, handmade, love, merry christmas, santa, winter, christmas time, gift, christmas gifts, holidays, holiday, gifts, christmas is coming, navidad, christmas decorations, santa claus, snow, christmas gift, noel, art, christmas lights, family, Charlie Brown","Cheerful, Happy, Festive, Joyful, Playful, Fun, Nostalgic","Holiday, Commercial, Special Occasion, Animation, Romance",?,5,,,-,https://soundcloud.com/nikokofficial/enter-the-toy-factoryy/s-qDLL6AOH9jZ?si=ac8e756e6cf64f4ca3d704fb48c2d5f1,checked,,,,
Wreaths and Candles,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral, Christmas",A magical and uplifting christmas overture type piece,97.5,D,4/4,Ionian,1:11,"Orchestra, Strings, Percussion, Horn, Tubular Bells, Sleighbells, Celeste, Flute, Oboe, Trumpet","christmas, xmas, christmas tree, christmas decor, handmade, love, merry christmas, santa, winter, christmas time, gift, christmas gifts, holidays, holiday, gifts, christmas is coming, navidad, christmas decorations, santa claus, snow, christmas gift, noel, art, christmas lights, family, Charlie Brown, Church, church service, sleighride, sledding, snowflakes, powder, ice skating","Cheerful, Happy, Sentimental, Hopeful, Nostalgic, Romantic","Holiday, Commercial, Special Occasion, Animation, Romance",?,5,,,-,https://soundcloud.com/nikokofficial/wreaths-and-candles-fixed-cymbal-distortion/s-ovEO59lgsHT?si=8a13a582fae4462b92579847ab2ce734,checked,,,,
Deck the Afterburners,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral, Christmas","A high energy, fast arrangement of Deck the Halls",145,A,4/4,Ionian,1:11,"Orchestra, Strings, Percussion, Horn, Tubular Bells, Sleighbells","christmas, xmas, christmas tree, christmas decor, handmade, love, merry christmas, santa, winter, christmas time, gift, christmas gifts, holidays, holiday, gifts, christmas is coming, navidad, christmas decorations, santa claus, snow, christmas gift, noel, art, christmas lights, family, Charlie Brown, speedy, quick, manic, mania, light speed, rocket, fast, ","Cheerful, Happy Cute, Festive, Joyful, Energetic, Excited, Fun, Playful","Holiday, Commercial, Special Occasion, Animation, Romance",?,5,,,-,https://soundcloud.com/nikokofficial/deck-the-afterburners-lower-cymbal-full/s-2WwkI30nE2c?si=0815dd6fe19e454180c1e39f92f993f4,checked,,,,
A Big Bouncy Christmas,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral, Christmas","A cheerful, upbeat, and quirky christmas piece featuring plucked strings and marimba",190,G,4/4,Ionian,1:23,"Orchestra, Violins, Marimba , Celeste, Perc, Sleighbells","christmas, xmas, christmastree, christmasdecor, handmade, love, merry christmas, santa, winter, christmas time, gift, christmas gifts, holidays, holiday, gifts, christmas is coming, navidad, christmas decorations, santa claus, snow, christmas gift, noel, art, christmas lights, family, Christmas, Shopping, Black Friday, Presents, Gifts, Christmas Tree, Candles, Feast, Mall, Charlie Brown","Cheerful, Happy, Cute, Festive, Joyful, Playful, Silly, Fun","Holiday, Commercial, Special Occasion, Animation, Romatic Comedy",?,5,checked,,-,https://soundcloud.com/nikokofficial/a-big-bouncy-christmass/s-7GoQaJRCil1?si=b7c3ca35d5fe429780b7ba968b5a0c27,checked,,,,
Action Christmas,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral, Christmas","A quirky, sneaky, spy-type christmas tune.",140,C,4/4,Aeolian,1:22,"Orchestra, Violins, String Section, Celeste, Synth Bass, Elec. Percussion, Drum Set, Elec .Drum set","christmas, xmas, christmastree, christmasdecor, handmade, love, merry christmas, santa, winter, christmas time, gift, christmas gifts, holidays, holiday, gifts, christmas is coming, navidad, christmas decorations, santa claus, snow, christmas gift, noel, art, christmas lights, family, Christmas, Shopping, Black Friday, Presents, Gifts, Christmas Tree, Candles, Feast, Mall, Mega Tree, Tree Lighting, Reveal, Big Moment, Spy, Mission, Mission Impossible, Sneaky, Quirky, Sneak, Agent, ","Cheerful, Festive, Joyful, Energetic, Excited, Fun, Playful, Intense, Sneaky","Special Occasion, Holiday, Comedy, Animation",?,3,,,-,https://soundcloud.com/nikokofficial/action-christmas-1/s-DppgvxURu88?si=b7c3ca35d5fe429780b7ba968b5a0c27,checked,,,,
Tree Lighting,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral, Christmas","A short, cheerful christmas themed 'reveal' type build.",160,D,4/4,Ionian,0:36,"Orchestra, Violins, String Section, Horns, Celeste, Flute","christmas, xmas, christmastree, christmasdecor, handmade, love, merry christmas, santa, winter, christmas time, gift, christmas gifts, holidays, holiday, gifts, christmas is coming, navidad, christmas decorations, santa claus, snow, christmas gift, noel, art, christmas lights, family, Christmas, Shopping, Black Friday, Presents, Gifts, Christmas Tree, Candles, Feast, Mall, Mega Tree, Tree Lighting, Reveal, Big Moment, ","Cheerful, Happy, Cute, Festive, Joyful, Energetic, Excited, Fun, Playful","Special Occasion, Holiday, Romance, Romantic Comedy",?,5,,,-,https://soundcloud.com/nikokofficial/tree-lighting-1/s-XwGm1ag018i?si=bb120ec4914947659622c12cd1b51a3c,checked,,,,
Sled Run,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Orchestral, Christmas",A short and exciting little christmas build,160,B,4/4,Ionian,0:45,"Orchestra, Violins, String Section, Horns, Celeste, Flute","christmas, xmas, christmastree, christmasdecor, handmade, love, merry christmas, santa, winter, christmas time, gift, christmas gifts, holidays, holiday, gifts, christmas is coming, navidad, christmas decorations, santa claus, snow, christmas gift, noel, art, christmas lights, family, Christmas, Shopping, Black Friday, Presents, Gifts, Christmas Tree, Candles, Feast, Mall, Mega Tree, Tree Lighting, Reveal, Big Moment, ","Cheerful, Happy, Cute, Festive, Joyful, Energetic, Excited, Fun, Playful","Special Occasion, Holiday, Romance, Romantic Comedy",?,5,,,-,https://soundcloud.com/nikokofficial/sled-run-1/s-YQx8rDDPVDU?si=6ba05aa12f934d13af84883c185c84b9,checked,,,,
The Ripple Effect,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Piano",Eerie and dramatic piano solo,75,Bm,6/8,Aeolian,1:39,Piano,"Spooky, Eerie, horror, crime, romantic, traveling, smoke, fog, overcast","moody, spooky, eerie",drama,?,2,,,-,https://soundcloud.com/nikokofficial/the-ripple-effect-1/s-CkiOilvK07R?si=6ba05aa12f934d13af84883c185c84b9,checked,,,,
Moodflower Nocturne,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Piano",Solo piano nocturne type piece,80,Bb,3/4,Dorian,2:09,Piano,"Classical, Nocturne, Chopin, Ravel, Live, Real Piano, ","Moody, Eerie, Dramatic, Romantic","Romance, Drama",?,5,,,-,https://soundcloud.com/nikokofficial/niko-moodflower-nocturne-2/s-pg2ELSzEPSe?si=e9b9772699c341e58ee1ff4627960fe6,checked,Live Piano on this one!,,,
A Capital Idea,Atrium,Exclusive - Contact Atrium Music for licensing,Music from the Atrium 100%,Nikolas Korolog 100%,Music from the Atrium,"Score, Quirky","A quirky, funny, sneaky orchestral tune",107,Bm,3/4,Dorian,1:27,"Orchestra, Celeste, Clarinet, Bass Clarinet","Sneaky, Quirky, Funny, Odd, ","Funny, Silly, Sneaky",Commercial,?,4,,,-,https://soundcloud.com/nikokofficial/a-capital-idea/s-OcYkpRqIXmR?si=51399476620448b4ab94d7c439c6649a,checked,,,,
Wicked Gambit,Atrium,Exclusive - Contact Atrium Music for licensing,Music from the Atrium 100%,"Nikolas Korolog, ASCAP 100%",Music from the Atrium,"Score, Tension",Orchestral Dramatic Tension build,85,Dm,4/4,Aeolian,1:52,"Orchestra, Strings, Synth Bass","Dark, dramatic, tense, reality tv, tension, action, drama, dramatic","Intense, Dramatic, Angry","Reality, Action",?,4,,,-,https://soundcloud.com/nikokofficial/wicked-gambit/s-1itxMXCdidx?si=550e2a3082fb4800a42c5692347d97a1,checked,,,,
Silicon Heart,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Tension","Intense drama underscore build for crime, chase, or superhero",115,Ebm,4/4,Aeolian,2:18,"synth, strings, orchestra, percussion","Trailer, cinematic, marvel, sci-fi, crime, heist, chase, chase scene, dc comics, jason bourne, bourne, spy, motorcycle, car chase, 007, james bond, science fiction, criminal","dark, determined, dramatic, brooding, intense, ominous, tense, suspenseful, dangerous, active, driving, tense","action, drama, trailer, chase/fight, crime",?,3,checked,,-,https://soundcloud.com/nikokofficial/silicon-heart/s-bkIDCREFoqE?si=b6afd1f70ef94cac815183d50f56dfa6,checked,,,,
Cyclotron,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Tension","A fast-paced chase sequence featuring Tubulum and percussion, perfect for a motorcycle chase or getaway",110,Ebm,4/4,Aeolian,2:25,"Percussion, Synthesizer, Tubulum","Chase, Running, Tesion, Excited, Getaway, Car chase, Escaping the Scene, Bank Robbery, Motorcycle","Excited, Anxious, Intense, Running, Fearful,","Action, Crime, Cyberpunk",?,3,,,-,https://soundcloud.com/nikokofficial/cyclotron1/s-eMrUKWQUYD3?si=1deb9874e3d24c4294595a2be27809f4,checked,,,,
